roadNo	roadId	startChainage	endChainage	width	nrLanes
Z2003	1291	0	1.02	5.54	2
Z2003	1291	1.02	2.4	3.6	1
Z2003	1291	2.4	3.2	3.58	1
Z2003	1291	3.2	3.39	5.4	1.5
Z2003	1291	3.39	4.9	3.6	1
Z2003	1291	4.9	5.3	3.58	1
Z2003	1291	5.3	6.2	3.6	1
Z2003	1291	6.2	7.2	3.56	1
Z2003	1291	7.2	7.33	5.4	1.5
Z2003	1291	7.33	9.15	5.38	1.5
Z2003	1291	9.15	9.33	5.4	1.5
Z2003	1291	9.33	10.9	3.6	1
Z2003	1291	10.9	11.64	5.4	1.5
Z2003	1291	11.64	13.1	3.6	1
Z2003	1291	13.1	14.9	3.6	1
Z2003	1291	14.9	15.59	3.6	1
Z2003	1291	15.59	15.82	5.42	1.5
Z2003	1291	15.82	17.07	3.62	1
Z2003	1291	17.07	18.8	5.41	1.5
Z2003	1291	18.8	20.4	5.36	1.5
Z2003	1291	20.4	21.75	5.41	1.5
Z2003	1291	21.75	23.2	5.37	1.5
Z2003	1291	23.2	24.85	5.41	1.5
Z2003	1291	24.85	26.2	5.4	1.5
Z2003	1291	26.2	27.85	5.37	1.5
Z2003	1291	27.85	29.3	5.37	1.5
Z2003	1291	29.3	30.85	5.38	1.5
Z2003	1291	30.85	32.3	5.39	1.5
Z2003	1291	32.3	33.85	5.4	1.5
Z2003	1291	33.85	35.1	5.37	1.5
Z2003	1291	35.1	36.85	5.4	1.5
Z2003	1291	36.85	38.3	5.5	2
Z2003	1291	38.3	39.785	5.54	2
Z2003	1291	39.785	40.085	6.2	2
Z2003	1291	40.085	40.385	7.42	2
Z2003	1291	40.385	41.085	7.51	2
