roadNo	roadId	startChainage	endChainage	width	nrLanes
Z4011	1244	0	0.05	6	2
Z4011	1244	0.05	1.5	5.57	2
Z4011	1244	1.5	2.3	5.58	2
Z4011	1244	2.3	2.9	4.12	1.5
Z4011	1244	2.9	4.9	5.56	2
Z4011	1244	4.9	7.05	5.57	2
Z4011	1244	7.05	9.4	5.58	2
Z4011	1244	9.4	10.7	7.4	2
Z4011	1244	10.7	11.8	5.56	2
Z4011	1244	11.8	12.8	5.61	2
Z4011	1244	12.8	15.1	5.56	2
Z4011	1244	15.1	17.7	5.57	2
Z4011	1244	17.7	17.87	7.4	2
Z4011	1244	17.87	19.81	5.6	2
Z4011	1244	19.81	21.6	3.78	1
Z4011	1244	21.6	23.4	3.78	1
Z4011	1244	23.4	24.84	3.79	1
Z4011	1244	24.84	26.776	7.32	2
