road	Z1022
name	Jhalam-Chandina Road
length	14
from	Jhalam
to	Chandina
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1016
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1016&RoadNo=Z1022
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1016&RoadNo=Z1022
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1016&RoadNo=Z1022
