road	Z5080
name	Tetulia Upazilla Headquarter Link Road
length	7
from	Tetulia
to	Tetiulia Upazilla
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1751
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1751&RoadNo=Z5080
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1751&RoadNo=Z5080
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1751&RoadNo=Z5080
