road	Z2041
name	Narsingdi (Jongi Shibpur)-Raipura Road
length	8
from	Jongi Shibpur (Baroicha Bazar)
to	Raipura
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1303
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1303&RoadNo=Z2041
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1303&RoadNo=Z2041
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1303&RoadNo=Z2041
