road	Z6032
name	Taras-Hamkuria Road
length	8
from	Hamkuria
to	Taras
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1296
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1296&RoadNo=Z6032
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1296&RoadNo=Z6032
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1296&RoadNo=Z6032
