road	R301
name	Tongi-Kaliganj-Gorashal-Pachdona Road
length	33
from	Tongi
to	Pachdona
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1473
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1473&RoadNo=R301
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1473&RoadNo=R301
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1473&RoadNo=R301
