roadNo	roadId	startChainage	endChainage	width	nrLanes
R545	1503	0	0.05	14.5	4
R545	1503	0.05	0.16	8	2
R545	1503	0.16	0.45	9.8	3
R545	1503	0.45	0.65	7	2
R545	1503	0.65	0.85	5.9	2
R545	1503	0.85	1.32	8	2
R545	1503	1.32	1.84	5.2	1.5
R545	1503	1.84	2	16	4
R545	1503	2	2.4	7.5	2
R545	1503	2.4	19.45	5.8	2
R545	1503	19.45	20.65	10.1	3
R545	1503	20.65	35.22	5.5	2
R545	1503	35.22	35.42	8.1	2
R545	1503	35.42	35.87	10.1	3
R545	1503	35.87	42.825	5.5	2
R545	1503	42.825	43.1	22	4
R545	1503	43.1	43.4	8.5	2
R545	1503	43.4	45.1	5.5	2
R545	1503	45.1	45.2	8.7	2
R545	1503	45.2	45.75	10.1	3
R545	1503	45.75	46.39	9.2	3
R545	1503	46.39	46.65	5.5	2
R545	1503	46.65	46.75	8.3	2
R545	1503	46.75	48.8	6.6	2
R545	1503	48.8	49	9	3
R545	1503	49	50.4	10	3
R545	1503	50.4	51.605	7.9	2
R545	1503	51.605	55.04	5.5	2
R545	1503	55.04	59.18	6.7	2
R545	1503	59.18	70.4	5.5	2
R545	1503	70.4	70.96	20.6	6
R545	1503	70.96	71.12	8.5	2
R545	1503	71.12	71.2	8.5	2
R545	1503	71.2	84.6	5.5	2
R545	1503	84.6	84.77	8.5	2
R545	1503	84.77	85.05	5.5	2
R545	1503	85.05	120.39	5.5	2
R545	1503	120.39	120.93	8.3	2
