road	R765
name	Navaran-Illishpur- Satkhira road
length	43
from	Navaran, Jessore
to	Satkhira
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1151
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1151&RoadNo=R765
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1151&RoadNo=R765
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1151&RoadNo=R765
