road	R280
name	Sylhet-Sunamganj Road
length	66
from	Sylhet
to	Sunamganj
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1293
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1293&RoadNo=R280
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1293&RoadNo=R280
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1293&RoadNo=R280
