road	R180
name	Laharpur-Jhinukmarket-Laboni More Road
length	6
from	Laharpur
to	Jhinukmarket
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=900
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=900&RoadNo=R180
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=900&RoadNo=R180
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=900&RoadNo=R180
