road	R544
name	Santahar Atrai Road
length	26
from	Naogaon (Santahar)
to	Atrai
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=905
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=905&RoadNo=R544
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=905&RoadNo=R544
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=905&RoadNo=R544
