road	Z6809
name	Rajshahi-Damkurahat-Kakanhat-Amnura Road
length	36
from	Rajshahi (Kasiadanga)
to	Amnura
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1078
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1078&RoadNo=Z6809
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1078&RoadNo=Z6809
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1078&RoadNo=Z6809
