road	Z1617
name	Mariamnagar-Ranirhat (Gabtal) Road
length	16
from	Mariamnagar
to	Gabtal
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1313
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1313&RoadNo=Z1617
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1313&RoadNo=Z1617
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1313&RoadNo=Z1617
