road	R371
name	Mymensingh (Raghurampur)-Phulpur-Nakla-Sherpur Road
length	65
from	Mymensingh (Raghurampur)
to	Sherpur
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1383
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1383&RoadNo=R371
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1383&RoadNo=R371
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1383&RoadNo=R371
