road	Z1425
name	Boktarmunshi-Kazirhat-Daganbhuiyan Road
length	15
from	Baktermunshi
to	Daganbhuiyan
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1295
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1295&RoadNo=Z1425
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1295&RoadNo=Z1425
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1295&RoadNo=Z1425
