road	Z2003
name	Kulaura-Shamshernagar-Srimangal Road
length	41
from	Kulaura (Brahmanbazar)
to	Srimangal
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1291
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1291&RoadNo=Z2003
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1291&RoadNo=Z2003
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1291&RoadNo=Z2003
