road	R248
name	Ambarkhana - Shahidgaon - M. C. College - Tilagar Road
length	4
from	Ambarkhana
to	Tilagar
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1589
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1589&RoadNo=R248
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1589&RoadNo=R248
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1589&RoadNo=R248
