roadNo	roadId	startChainage	endChainage	width	nrLanes
Z5075	1106	0	0.2	5.4	1.5
Z5075	1106	0.2	3.38	4	1.5
Z5075	1106	3.38	3.696	5.5	2
Z5075	1106	3.696	5.46	3.8	1
Z5075	1106	5.46	5.61	5.5	2
Z5075	1106	5.61	6.6	3.8	1
Z5075	1106	6.6	6.7	3.8	1
Z5075	1106	6.7	9.25	5.5	2
Z5075	1106	9.25	9.86	5.3	1.5
Z5075	1106	9.86	9.96	3.8	1
Z5075	1106	9.96	10.03	5.5	2
Z5075	1106	10.03	10.23	5.8	2
Z5075	1106	10.23	10.46	6.4	2
Z5075	1106	10.46	11.68	3.8	1
Z5075	1106	11.68	11.72	5.5	2
Z5075	1106	11.72	12.35	3.8	1
Z5075	1106	12.35	12.57	5.5	2
Z5075	1106	12.57	13.2	3.8	1
Z5075	1106	13.2	13.32	5.5	2
Z5075	1106	13.32	14.57	3.8	1
Z5075	1106	14.57	14.59	5.5	2
Z5075	1106	14.59	15.97	3.8	1
Z5075	1106	15.97	16.06	5.5	2
Z5075	1106	16.06	16.71	3.8	1
Z5075	1106	16.71	17.25	5.5	2
Z5075	1106	17.25	17.32	5.5	2
Z5075	1106	17.32	18.7	5.6	2
Z5075	1106	18.7	20.59	5.8	2
Z5075	1106	20.59	21.14	6	2
Z5075	1106	21.14	22.48	3.8	1
Z5075	1106	22.48	22.93	5.8	2
Z5075	1106	22.93	24.29	3.8	1
Z5075	1106	24.29	24.6	5.5	2
Z5075	1106	24.6	25.148	3.8	1
Z5075	1106	25.148	25.3	5.5	2
Z5075	1106	25.3	26.52	4	1.5
Z5075	1106	26.52	26.84	5.8	2
Z5075	1106	26.84	28.34	4	1.5
Z5075	1106	28.34	29.09	5.6	2
Z5075	1106	29.09	31.2	4	1.5
Z5075	1106	31.2	31.7	3.8	1
Z5075	1106	31.7	32.1	5.5	2
Z5075	1106	32.1	33.5	4	1.5
Z5075	1106	33.5	34.1	5.6	2
Z5075	1106	34.1	35.35	4	1.5
Z5075	1106	35.35	37.45	5.8	2
Z5075	1106	37.45	43.6	3.2	1
Z5075	1106	43.6	44.1	4	1.5
Z5075	1106	44.1	44.15	4.1	1.5
