roadNo	roadId	startChainage	endChainage	width	nrLanes
Z8033	1148	0	0.04	10.25	3
Z8033	1148	0.04	2.5	5.5	2
Z8033	1148	2.5	4	5.5	2
Z8033	1148	4	5.98	5.5	2
Z8033	1148	5.98	12	5.5	2
Z8033	1148	12	12.5	5.5	2
Z8033	1148	12.5	14.4	5.5	2
Z8033	1148	14.4	14.6	5.5	2
Z8033	1148	14.6	17	5.5	2
Z8033	1148	17	17.8	5.5	2
Z8033	1148	17.8	18.05	5.5	2
Z8033	1148	18.05	20	5.5	2
Z8033	1148	20	20.5	5.5	2
Z8033	1148	20.5	22.89	5.5	2
Z8033	1148	22.89	24.87	5.5	2
Z8033	1148	24.87	26.75	5.5	2
Z8033	1148	26.75	27.4	4	1.5
Z8033	1148	27.4	28.1	3.66	1
Z8033	1148	28.1	28.85	3.66	1
Z8033	1148	28.85	31.14	3.66	1
Z8033	1148	31.14	32.24	3.66	1
Z8033	1148	32.24	32.89	3.66	1
Z8033	1148	32.89	34.48	3.66	1
Z8033	1148	34.48	36.24	3.66	1
Z8033	1148	36.24	37.25	3.66	1
Z8033	1148	37.25	39.21	5	1.5
Z8033	1148	40.01	41.38	3.66	1
Z8033	1148	41.38	45.22	5.5	2
Z8033	1148	45.22	46.02	3.66	1
Z8033	1148	46.02	49.36	5.5	2
