road	Z8611
name	Dashar Thana Connecting Road
length	3
from	Dashar
to	Dashar Thana
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1756
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1756&RoadNo=Z8611
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1756&RoadNo=Z8611
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1756&RoadNo=Z8611
