road	Z8909
name	Charfession-Betua Road
length	7
from	Charfession
to	Betua
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1180
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1180&RoadNo=Z8909
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1180&RoadNo=Z8909
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1180&RoadNo=Z8909
