roadNo	roadId	startChainage	endChainage	width	nrLanes
Z1603	1427	0	0.03	4	1.5
Z1603	1427	0.03	1.8	3.75	1
Z1603	1427	1.8	2.9	3.76	1
Z1603	1427	2.9	4.3	3.74	1
Z1603	1427	4.3	5.8	3.77	1
Z1603	1427	5.8	7.4	3.76	1
Z1603	1427	7.4	8.8	3.76	1
Z1603	1427	8.8	10.4	3.77	1
Z1603	1427	10.4	12.1	3.79	1
Z1603	1427	12.1	13.5	3.81	1
Z1603	1427	13.5	14.9	3.77	1
Z1603	1427	14.9	15.85	3.78	1
Z1603	1427	15.85	17.4	3.79	1
Z1603	1427	17.4	19.2	3.78	1
Z1603	1427	19.2	20.7	3.61	1
Z1603	1427	20.7	21.74	3.62	1
Z1603	1427	21.74	22.3	5.41	1.5
Z1603	1427	22.3	24.1	3.66	1
Z1603	1427	24.1	25.7	3.72	1
Z1603	1427	25.7	26.95	3.67	1
Z1603	1427	26.95	28.2	3.66	1
Z1603	1427	28.2	29.6	3.67	1
Z1603	1427	29.6	30.9	3.68	1
Z1603	1427	30.9	32.4	3.71	1
Z1603	1427	32.4	34.1	3.71	1
Z1603	1427	34.1	35.8	3.68	1
Z1603	1427	35.8	37.4	3.68	1
Z1603	1427	37.4	39.1	3.62	1
Z1603	1427	39.1	40.8	3.68	1
Z1603	1427	40.8	42.3	3.67	1
Z1603	1427	42.3	43.75	3.66	1
Z1603	1427	43.75	45.2	3.62	1
Z1603	1427	45.2	46.7	3.62	1
Z1603	1427	46.7	48.3	3.67	1
Z1603	1427	48.3	49.8	3.67	1
Z1603	1427	49.8	51.2	3.64	1
Z1603	1427	51.2	52.6	3.67	1
Z1603	1427	52.6	54.3	3.68	1
Z1603	1427	54.3	55.8	3.71	1
Z1603	1427	55.8	57.4	3.64	1
Z1603	1427	57.4	58.1	3.62	1
Z1603	1427	58.1	59.6	3.66	1
Z1603	1427	59.6	60.4	3.62	1
Z1603	1427	60.4	61.9	3.59	1
Z1603	1427	61.9	63.2	3.6	1
Z1603	1427	63.2	65.254	3.6	1
