roadNo	roadId	startChainage	endChainage	width	nrLanes
Z3602	1317	0	0.03	5.3	1.5
Z3602	1317	0.03	1.4	3.8	1
Z3602	1317	1.4	2.9	5.77	2
Z3602	1317	2.9	3.8	3.79	1
Z3602	1317	3.8	5.4	3.7	1
Z3602	1317	5.4	6.9	3.78	1
Z3602	1317	6.9	8.4	3.78	1
Z3602	1317	8.4	9.9	3.8	1
Z3602	1317	9.9	11.5	3.78	1
Z3602	1317	11.5	12.9	3.8	1
Z3602	1317	12.9	14.2	3.78	1
Z3602	1317	14.2	15.9	3.78	1
Z3602	1317	15.9	16.2	6	2
Z3602	1317	16.2	16.5	3.8	1
Z3602	1317	16.5	16.64	4.7	1.5
Z3602	1317	16.64	17.5	3.8	1
Z3602	1317	17.5	17.6	4.72	1.5
Z3602	1317	17.6	19.3	3.78	1
Z3602	1317	19.3	20.2	3.78	1
Z3602	1317	20.2	21.62	3.78	1
Z3602	1317	21.62	21.74	4.7	1.5
Z3602	1317	21.74	23.2	3.62	1
Z3602	1317	23.2	24.6	3.63	1
Z3602	1317	24.6	26.3	3.58	1
Z3602	1317	26.3	27	3.56	1
Z3602	1317	27	27.256	3.3	1
