road	R822
name	Sreenagar Upazilla-UNO Office
length	2
from	Sreenagar Upazilla
to	UNO Office
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1747
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1747&RoadNo=R822
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1747&RoadNo=R822
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1747&RoadNo=R822
