road	R313
name	Mawna-Sripur-Gusinga-Kapasia-Aral-Sammania-Hitirdia-Monohardi (Hetemdi) Road
length	42
from	Mawna
to	Hetemdi
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1484
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1484&RoadNo=R313
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1484&RoadNo=R313
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1484&RoadNo=R313
