road	Z1205
name	Companiganj-Muradnagar-Homna Road
length	22
from	Companiganj
to	Homna
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1468
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1468&RoadNo=Z1205
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1468&RoadNo=Z1205
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1468&RoadNo=Z1205
