roadNo	roadId	startChainage	endChainage	width	nrLanes
Z1608	1391	0	0.02	5.5	2
Z1608	1391	0.02	2.4	3.62	1
Z1608	1391	2.4	3.6	3.67	1
Z1608	1391	3.6	4.9	3.67	1
Z1608	1391	4.9	6.4	3.66	1
Z1608	1391	6.4	8.1	3.69	1
Z1608	1391	8.1	9.35	3.64	1
Z1608	1391	9.35	10.84	3.66	1
Z1608	1391	10.84	12.2	3.66	1
Z1608	1391	12.2	13.7	3.64	1
Z1608	1391	13.7	14.9	3.61	1
Z1608	1391	14.9	16.3	3.64	1
Z1608	1391	16.3	17.8	3.62	1
Z1608	1391	17.8	19.2	3.62	1
Z1608	1391	19.2	20.45	3.63	1
Z1608	1391	20.45	21.7	3.62	1
Z1608	1391	21.7	22.4	3.62	1
Z1608	1391	22.4	23.85	3.62	1
Z1608	1391	23.85	25.2	3.61	1
Z1608	1391	25.2	26.8	3.66	1
Z1608	1391	26.8	28.3	3.64	1
Z1608	1391	28.3	29.75	3.62	1
Z1608	1391	29.75	30.2	3.62	1
Z1608	1391	30.2	31.4	3.57	1
Z1608	1391	31.4	32.7	3.6	1
Z1608	1391	32.7	33.9	3.64	1
Z1608	1391	33.9	35.25	3.66	1
Z1608	1391	35.25	36.4	3.62	1
Z1608	1391	36.4	37.9	3.62	1
Z1608	1391	37.9	39.4	3.64	1
Z1608	1391	39.4	40.8	3.64	1
Z1608	1391	40.8	41.4	3.62	1
Z1608	1391	41.4	42.6	3.64	1
Z1608	1391	42.6	43.5	3.63	1
Z1608	1391	43.5	45.87	3.63	1
