road	R556
name	Mithapukur-Shahebganj-Maddahpara-Fulbaria Road
length	35
from	Mithapukur
to	Fulbari
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1506
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1506&RoadNo=R556
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1506&RoadNo=R556
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1506&RoadNo=R556
