road	Z5701
name	Nilphamari-Jaldhaka Road
length	21
from	Nilphamari (Kalibari)
to	Jaldhaka (Traffic More)
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1162
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1162&RoadNo=Z5701
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1162&RoadNo=Z5701
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1162&RoadNo=Z5701
