road	Z3707
name	Netrokona-Purbadhala-Hugla-Dhobaura Road
length	43
from	Netrokona
to	Dhobaura
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=969
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=969&RoadNo=Z3707
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=969&RoadNo=Z3707
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=969&RoadNo=Z3707
