roadNo	roadId	startChainage	endChainage	width	nrLanes
Z7602	867	0	0.015	10.6	3
Z7602	867	0.015	0.65	10.6	3
Z7602	867	0.65	1.25	9	3
Z7602	867	1.25	3.23	5.5	2
Z7602	867	3.23	5.273	7.3	2
Z7602	867	5.273	10.021	5.5	2
Z7602	867	10.021	11.931	5.5	2
Z7602	867	11.931	12.331	5.5	2
Z7602	867	12.331	15.027	5.5	2
Z7602	867	15.027	19.941	5.5	2
Z7602	867	19.941	22.275	5.5	2
Z7602	867	22.275	22.506	6.5	2
Z7602	867	22.506	26.9	5.5	2
Z7602	867	26.9	27.48	7.3	2
Z7602	867	27.48	34.14	5.5	2
Z7602	867	34.14	34.96	7.5	2
Z7602	867	34.96	35.04	5.5	2
