roadNo	roadId	startChainage	endChainage	width	nrLanes
R280	1293	0	0.56	15	4
R280	1293	0.56	1.27	14	4
R280	1293	1.27	2.05	14.1	4
R280	1293	2.05	2.57	15.8	4
R280	1293	2.57	3.8	15.9	4
R280	1293	3.8	4.56	15.7	4
R280	1293	4.56	4.6	15.45	4
R280	1293	4.6	6.43	14.2	4
R280	1293	6.43	6.77	5.6	2
R280	1293	6.77	7.8	5.74	2
R280	1293	7.8	8.9	5.72	2
R280	1293	8.9	10.4	5.7	2
R280	1293	10.4	11.9	5.56	2
R280	1293	11.9	13.6	5.52	2
R280	1293	13.6	14.9	5.54	2
R280	1293	14.9	16.4	5.54	2
R280	1293	16.4	18.3	5.65	2
R280	1293	18.3	20.3	5.61	2
R280	1293	20.3	22.85	5.6	2
R280	1293	22.85	24.2	5.61	2
R280	1293	24.2	25.85	5.58	2
R280	1293	25.85	27.4	5.58	2
R280	1293	27.4	29.1	5.57	2
R280	1293	29.1	30.75	5.63	2
R280	1293	30.75	32.8	5.64	2
R280	1293	32.8	34.2	5.61	2
R280	1293	34.2	35.75	5.61	2
R280	1293	35.75	37.4	5.64	2
R280	1293	37.4	39.1	5.62	2
R280	1293	39.1	40.8	5.62	2
R280	1293	40.8	42.3	5.61	2
R280	1293	42.3	43.85	5.61	2
R280	1293	43.85	45.3	5.6	2
R280	1293	45.3	46.85	5.62	2
R280	1293	46.85	48.2	5.62	2
R280	1293	48.2	49.75	5.62	2
R280	1293	49.75	51.6	5.62	2
R280	1293	51.6	53.65	5.6	2
R280	1293	53.65	55.7	5.56	2
R280	1293	55.7	57.2	5.57	2
R280	1293	57.2	58.6	5.59	2
R280	1293	58.6	59.4	5.61	2
R280	1293	59.4	60.85	5.63	2
R280	1293	60.85	61.7	5.62	2
R280	1293	61.7	62.165	5.61	2
R280	1293	62.165	62.6	5.63	2
R280	1293	62.6	62.785	7	2
R280	1293	62.785	63	9	3
R280	1293	63	63.44	9.2	3
R280	1293	63.44	64.195	8.9	2
R280	1293	64.195	64.295	15.5	4
R280	1293	64.295	64.625	8.05	2
R280	1293	64.625	65.645	10.5	3
R280	1293	65.645	66.442	9.4	3
