road	Z6803
name	Nawabganj-Amnura Road
length	12
from	Nawabganj-Amnura Road
to	Amnura
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1050
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1050&RoadNo=Z6803
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1050&RoadNo=Z6803
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1050&RoadNo=Z6803
