road	Z8605
name	Kaneswar-Damudya Road
length	4
from	Kaneswar
to	Damudya
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1190
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1190&RoadNo=Z8605
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1190&RoadNo=Z8605
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1190&RoadNo=Z8605
