road	R543
name	Mohadebpur Bypass Road
length	2
from	Mohadebpur
to	Mohadebpur
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1737
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1737&RoadNo=R543
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1737&RoadNo=R543
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1737&RoadNo=R543
