road	Z7007
name	Ramnagar-Hazratala-Sripur Road
length	16
from	Ramnagar
to	Sripur
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=854
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=854&RoadNo=Z7007
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=854&RoadNo=Z7007
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=854&RoadNo=Z7007
