road	Z1452
name	Maijde Court Station Road
length	1
from	44 th km of Feni-Noakhali national highway
to	Maijde Court Station
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=966
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=966&RoadNo=Z1452
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=966&RoadNo=Z1452
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=966&RoadNo=Z1452
