roadNo	roadId	startChainage	endChainage	width	nrLanes
R770	1193	0	0.049	10.14	4
R770	1193	0.049	0.15	11.8	3
R770	1193	0.15	0.2	7.8	2
R770	1193	0.2	4.735	7.3	2
R770	1193	4.735	5.79	9.14	3
R770	1193	5.79	5.908	7.3	2
R770	1193	5.908	12.287	7.3	2
R770	1193	12.287	13.6	7.3	2
R770	1193	13.6	14.18	7.3	2
R770	1193	14.18	14.33	12	4
R770	1193	14.33	17.33	7.3	2
R770	1193	17.33	17.923	7.3	2
R770	1193	17.923	18.174	7.3	2
R770	1193	18.174	18.374	9.14	3
R770	1193	18.374	23.48	5.8	2
R770	1193	23.48	27.4	5.8	2
R770	1193	27.4	27.95	5.8	2
R770	1193	27.95	38.489	5.8	2
R770	1193	38.489	39.46	7.3	2
R770	1193	39.46	40.35	5.8	2
R770	1193	40.35	40.66	5.8	2
R770	1193	40.66	41.1	5.8	2
R770	1193	41.1	41.447	7.3	2
R770	1193	41.447	42.75	5.8	2
R770	1193	42.75	42.78	5.8	2
