road	Z6030
name	Ataikula (Pabna-Natore Highway)-Sujanagar Road
length	11
from	Ataikula
to	Sujanagar
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1083
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1083&RoadNo=Z6030
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1083&RoadNo=Z6030
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1083&RoadNo=Z6030
