road	R755
name	Jessore (Rajarhat)-Monirampur-Keshabpur-Chuknagar Road
length	38
from	Jessore (Rajarhat)
to	Chuknagar
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=897
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=897&RoadNo=R755
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=897&RoadNo=R755
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=897&RoadNo=R755
