road	Z3041
name	Maharaja Road (Mymensingh Thana Ghat to Railway Station)
length	1
from	Thana Ghat
to	Railway Station
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1695
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1695&RoadNo=Z3041
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1695&RoadNo=Z3041
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1695&RoadNo=Z3041
