road	Z4607
name	Sherpur-Sribardi-Bakshiganj Road
length	26
from	Sherpur
to	Bakshiganj
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1229
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1229&RoadNo=Z4607
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1229&RoadNo=Z4607
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1229&RoadNo=Z4607
