road	R140
name	Comilla-Lalmai-Chandpur-Lakhmipur-Begumganj Road
length	139
from	Comilla (Zero Point)
to	Begumganj
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1466
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1466&RoadNo=R140
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1466&RoadNo=R140
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1466&RoadNo=R140
