road	Z8021
name	Baraitala-Muksudpur Road
length	17
from	Baraitala
to	Muksudpur
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1123
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1123&RoadNo=Z8021
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1123&RoadNo=Z8021
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1123&RoadNo=Z8021
