roadNo	roadId	startChainage	endChainage	width	nrLanes
Z8031	1167	0	0.032	21	4
Z8031	1167	0.032	6.642	5.5	2
Z8031	1167	6.642	10.217	3.7	1
Z8031	1167	10.217	15.405	5.5	2
Z8031	1167	15.405	15.955	5.5	2
Z8031	1167	15.955	16.195	5.5	2
Z8031	1167	16.195	16.507	5.5	2
Z8031	1167	16.507	16.842	5.5	2
Z8031	1167	16.842	20.659	5.5	2
Z8031	1167	20.659	28.034	5.5	2
Z8031	1167	28.034	33.529	5.5	2
Z8031	1167	33.529	38.485	5.5	2
Z8031	1167	38.485	44.371	5.5	2
Z8031	1167	44.371	45.361	5.5	2
Z8031	1167	45.361	46.242	5.5	2
