road	R141
name	Lalmai-Laksham-Sonaimuri Road
length	38
from	Lalmai
to	Sonaimuri
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1616
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1616&RoadNo=R141
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1616&RoadNo=R141
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1616&RoadNo=R141
