road	R314
name	Mawna-Bormi-Gafargaon Road
length	43
from	Mawna
to	Gafargaon
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1557
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1557&RoadNo=R314
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1557&RoadNo=R314
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1557&RoadNo=R314
