road	R557
name	Madhypara-Badarganj Road
length	13
from	Madhypara
to	Badarganj
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1544
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1544&RoadNo=R557
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1544&RoadNo=R557
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1544&RoadNo=R557
