road	Z5852
name	Palashbari-Goraghat Road
length	9
from	Palashbari
to	Goraghat
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1409
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1409&RoadNo=Z5852
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1409&RoadNo=Z5852
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1409&RoadNo=Z5852
