road	Z1436
name	Paniwala Bazar-Dashgarai Bazar Road
length	9
from	Paniwala Bazar
to	Dasgharia Bazar
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1222
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1222&RoadNo=Z1436
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1222&RoadNo=Z1436
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1222&RoadNo=Z1436
