road	Z5617
name	Nageswari-Kashipur-Phulbari (Ferryghat) Road
length	19
from	Nageswari College More
to	Phulbari (Ferryghat)
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1119
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1119&RoadNo=Z5617
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1119&RoadNo=Z5617
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1119&RoadNo=Z5617
