road	Z1411
name	Khajuria-Pailgachha-Barura Road
length	20
from	Khajuria
to	Barura
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=956
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=956&RoadNo=Z1411
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=956&RoadNo=Z1411
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=956&RoadNo=Z1411
