road	Z1035
name	Chhagalnaiya-Parsuram Road (Captain Lik Road)
length	22
from	Chhagalnaiya
to	Parshuram
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=945
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=945&RoadNo=Z1035
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=945&RoadNo=Z1035
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=945&RoadNo=Z1035
