road	Z8740
name	Kathalia (Bandaghata)-Kaikhali-Banaihat Road
length	10
from	Bandaghata
to	Banaihat
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=916
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=916&RoadNo=Z8740
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=916&RoadNo=Z8740
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=916&RoadNo=Z8740
