roadNo	roadId	startChainage	endChainage	width	nrLanes
Z6802	1041	0	0.04	10.5	3
Z6802	1041	0.04	1.29	5.5	2
Z6802	1041	1.29	2.6	3.7	1
Z6802	1041	2.6	3.3	5.5	2
Z6802	1041	3.3	4.3	3.7	1
Z6802	1041	4.3	5.14	5.5	2
Z6802	1041	5.14	5.5	3.7	1
Z6802	1041	5.5	10.12	5.5	2
Z6802	1041	10.12	11.65	3.7	1
Z6802	1041	11.65	11.9	0.9	1
Z6802	1041	11.9	13.2	3.65	1
Z6802	1041	13.2	13.45	5.5	2
Z6802	1041	13.45	14.45	7.3	2
Z6802	1041	14.45	21.35	5.5	2
Z6802	1041	21.35	21.8	3.65	1
Z6802	1041	21.8	22.2	4.9	1.5
Z6802	1041	22.2	22.35	3.65	1
Z6802	1041	22.35	23.3	4.9	1.5
Z6802	1041	23.3	23.45	5.5	2
Z6802	1041	23.45	28.4	3.65	1
Z6802	1041	28.4	28.56	4.9	1.5
Z6802	1041	28.56	33.87	3.65	1
Z6802	1041	33.87	34.61	4	1.5
