road	Z1443
name	Feni (Selonia)-Amubhuyerhat-Pratappur-Senbag Road
length	13
from	Feni (Selonia)
to	Senbag
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=920
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=920&RoadNo=Z1443
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=920&RoadNo=Z1443
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=920&RoadNo=Z1443
