road	Z3623
name	Itna-Chamraghat Road
length	19
from	Itna
to	Chamraghat
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1662
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1662&RoadNo=Z3623
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1662&RoadNo=Z3623
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1662&RoadNo=Z3623
