road	R202
name	Bhulta-Rupganj-Kayetpara-Rampura Road
length	23
from	Bhulta
to	Rampura
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1429
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1429&RoadNo=R202
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1429&RoadNo=R202
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1429&RoadNo=R202
