roadNo	roadId	startChainage	endChainage	width	nrLanes
Z5456	866	0	0.04	7.2	2
Z5456	866	0.04	0.12	6.2	2
Z5456	866	0.12	0.235	9.5	3
Z5456	866	0.235	0.25	9.5	3
Z5456	866	0.25	0.355	9.8	3
Z5456	866	0.355	0.39	10.8	3
Z5456	866	0.39	0.685	6	2
Z5456	866	0.685	1.38	10.6	3
Z5456	866	1.38	1.55	6.9	2
Z5456	866	1.55	3.12	5.5	2
Z5456	866	3.12	9.9	3.7	1
Z5456	866	9.9	10.2	5.5	2
Z5456	866	10.2	10.63	3.7	1
Z5456	866	10.63	13.23	5.5	2
Z5456	866	13.23	15.22	3.7	1
Z5456	866	15.22	15.55	5.5	2
Z5456	866	15.55	19.91	3.7	1
Z5456	866	19.91	20.21	5.5	2
Z5456	866	20.21	20.905	3.7	1
Z5456	866	20.905	21.21	5.5	2
Z5456	866	21.21	28.85	3.7	1
Z5456	866	28.85	29.45	5.5	2
Z5456	866	29.45	37.3	3.7	1
Z5456	866	37.3	37.935	5.5	2
Z5456	866	37.935	38.275	3.7	1
