road	R143
name	Maijdi-Rajganj-Chayani-Basurhat-Chandraganj Road
length	20
from	Maijdi
to	Chandraganj
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1478
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1478&RoadNo=R143
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1478&RoadNo=R143
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1478&RoadNo=R143
