road	Z6018
name	Sarda Bazar- Sadipur-Salua Maleker More- Puthia Road
length	8
from	Sarda Bazar
to	Puthia
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=883
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=883&RoadNo=Z6018
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=883&RoadNo=Z6018
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=883&RoadNo=Z6018
