road	Z2044
name	Shibpur (Itakhola-Katiadi Regional Highway)-Dulalpur-Lakpur-Monohardi (Hatirdia) Road
length	25
from	Shibpur
to	Hatirdia
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1426
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1426&RoadNo=Z2044
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1426&RoadNo=Z2044
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1426&RoadNo=Z2044
