roadNo	roadId	startChainage	endChainage	width	nrLanes
R152	1374	0	0.1	5.9	2
R152	1374	0.1	1.4	5.62	2
R152	1374	1.4	2.7	5.61	2
R152	1374	2.7	4.2	5.61	2
R152	1374	4.2	5.85	5.61	2
R152	1374	5.85	7.2	5.58	2
R152	1374	7.2	8.8	5.56	2
R152	1374	8.8	10.2	5.64	2
R152	1374	10.2	11.75	5.54	2
R152	1374	11.75	12.95	5.62	2
R152	1374	12.95	14.2	5.62	2
R152	1374	14.2	15.65	5.61	2
R152	1374	15.65	16.7	5.61	2
R152	1374	16.7	17.651	5.61	2
R152	1374	17.651	18.751	5.51	2
R152	1374	18.751	20.101	5.51	2
R152	1374	20.101	21.451	5.58	2
R152	1374	21.451	22.851	5.62	2
R152	1374	22.851	24.501	5.61	2
R152	1374	24.501	26.051	5.52	2
R152	1374	26.051	27.401	5.51	2
R152	1374	27.401	29.951	5.52	2
R152	1374	29.951	31.251	5.54	2
R152	1374	31.251	32.351	5.56	2
R152	1374	32.351	33.751	5.54	2
R152	1374	33.751	36.211	5.56	2
